"M00000300","M00000302","M00000304","M00000305","M00000298","M00000297","M00000299","M00000301","M00000303","M00000306","M00000307","M00000308","M00000019","M00000020","M00000021","M00000022","M00000002","M00000001","M00000003","M00000004","M00000007","M00000005","M00000006","M00000008","Gene"
2.00062,32.0658,5,0,4.04213,6.00455,4.04039,5.02067,0,0,4,3,8.1084,32.1308,16.0262,13.0349,95.0541,117.566,47.1121,35.5937,65.3649,50.1016,61.0419,87.3166,"AC005307.3"
0,0,0,1.00417,0,0,0,4.23147,1.50447,1.03071,2,1.01329,0,0,0,0,0,0,0,0,0,0,0,0,"AC005355.2"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC005358.3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC005592.1"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC005592.2"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.38,0,0,96.8913,"AC006004.1"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC006145.4"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC006196.1"
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"AC006372.4"
2,0,1,17,4.25529,7,0,4,0,3,4,0,6,7,7,4,7.48349,5.30915,5,5,10,5,6,3.00307,"AC006946.15"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.4944,0,0,0,0,0,0,"AC007099.1"
0,0,1.00386,0,0,0,1.00318,0,0,0,0,0,0,0,4.5081,0,0,0,0,0,0,0,0,0,"AC007131.1"
3.28717,2.30843,4.62768,1.00255,2.18006,0,4.93476,0,0,2.86529,0,0,0,6.01331,0,0,0,0,0,0,0,3.00515,0,6.06261,"AC007163.3"
3.31158,1.02498,2.46844,5.03911,8.02369,1.00103,1.00586,4.09147,0,7.09795,1.00721,4.06217,1.02518,1.00873,4.09547,4.07623,0,2.03316,0,0,2.00889,1.60328,0,4.04862,"AC007163.6"
0,1.94463,1.76481,19.1019,1.93574,2.50581,0,1.54935,0,0,3.50776,0,1.67693,3.29176,3.71184,3.15342,1.48414,3.12519,3.0052,0,1.49781,0,0,2.8246,"AC007182.6"
38.5964,73.4713,41.3125,58.7688,22.572,36.9969,6.79394,27.7486,25.6229,32.7532,31.8043,68.3666,22.1384,47.3377,38.224,46.6884,125.268,98.5357,93.6445,83.9145,128.096,105.653,80.9619,173.224,"AC007246.3"
0,0,0,0,0,3.05462,0,2.24146,0,1.21901,0,0,4.78171,0,0,0,0,2.06637,0,0,0,0,1.31597,0,"AC007359.6"
1,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,2,0,0,0,0,0,"AC007365.1"
0,22.6249,0,7.12211,0,9.35319,0,12.9321,0,11.4217,1,0,7.1,24.0401,35.4416,20.4098,104.486,129.22,101.217,153.946,206.344,143.849,131.935,286.632,"AC007386.2"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC007403.1"
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC007403.2"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC007461.2"
1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"AC007463.2"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC007557.1"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC007740.1"
792.114,972.633,793.378,962.507,890.162,499.932,934.951,997.064,860.568,1279.42,858.031,994.349,408.872,1044.37,1369.63,1006.95,2177.4,2382.59,1766.71,2042.91,4665.36,1656.11,2067.21,6163.27,"AC007743.1"
5.01291,7.71878,0,2.03888,6.01674,2.00424,2.04775,3.07817,9.23031,1.02355,4.10312,7.73705,3.03657,1.0009,5.04059,2.00826,7.00537,6.06408,0,8.01871,11.3623,13.6642,6.05017,20.5818,"AC007773.2"
0,1,0,0,2,0,0,4,0,1,2,0,5,9,23,19,24,19,18,23,69,5,18,78,"AC007880.1"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC007966.1"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC008271.1"
0,0,0,1,0,4.40301,0,0,0,0,0,1.16319,0,1.11954,3.00023,2.10341,2.00261,2.00173,4.04153,4.00424,6.00279,4.00166,5.00578,5.00331,"AC008697.1"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,"AC008703.1"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC009120.4"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC009264.1"
14.0915,14.5181,15.3076,35.8243,4.02468,0,0,24.0157,6.51853,27.0239,25.1359,34.214,0,0,6.44469,0,9.91169,2.14858e-05,26.6479,50.242,14.5952,0,5.20668,0,"AC009299.3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5237,13.6535,13.0613,0,0,0,0,0,0,"AC009501.4"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC009518.4"
355.976,14.4487,22.254,0,23.77,326.243,6.35277,35.7879,357.446,9.45296,9.32156,12.9367,46.5315,1146.56,95.1569,93.5604,2027.99,110.125,109.272,86.9551,195.152,129.406,483.917,246.282,"AC009950.1"
52.1311,31.4061,27.1235,43.2513,42.867,8.20145,41.2761,22.4071,22.9788,39.6059,29.1378,41.3003,11.5291,23.0707,32.838,30.7169,40.2184,44.7587,34.1511,22.3625,49.1215,30.3467,25.4769,51.4799,"AC009961.3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC010091.1"
5.88431,4.7818,3.11423,5.43147,3.45117,0,0,3.59107,3.24097,4.64524,0,3.41278,0,3.20126,2.22865,2.34065,97.5673,144.181,105.244,76.9529,0,0,56.3649,45.6597,"AC010127.3"
19.4745,0,9.64049,8.31997,0,4.30777,0,12.2661,1.00536,16.5941,0,0,8.43356,14.0641,17.4103,9.26348,48.9617,69.2396,27.5636,46.2031,115.085,33.4712,46.0307,88.5904,"AC010524.2"
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.00594,0,0,"AC010884.1"
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,"AC010890.1"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC010975.1"
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC010987.6"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC011343.1"
0,0,0,0,0,0,0,0,0,0,0,5.03114,3.01318,0,0,0,1,0,0,0,0,0,0,0,"AC011518.1"
1.0002,2.00001,0,0,3.00041,0,1.00047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC011738.4"
245.672,301.498,288.647,284.087,301.773,93.8185,243.901,302.037,213.819,338.238,197.288,272.542,80.9358,196.981,360.088,256.516,401.187,584.939,375.449,427.128,1048.84,468.093,402.907,1210.34,"AC011747.4"
0,2.00157,0,5.00082,1.00044,1.00076,0,0,7,1.00127,1,12.0042,0,22.0211,17.016,12.1048,0,5.0024,10.0055,6.00165,0,11.0698,0,0,"AC011893.3"
166.002,126.002,69,208.081,81.1694,35,52.0014,118,39.0005,83,178,145.062,268.729,558.075,310.472,582,654.178,298.512,335.07,242.036,298.679,255.032,435.069,368.069,"AC011899.9"
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC012462.2"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC012494.1"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,"AC012507.3"
3,2,0,3,1,0,0,3,0,5,2,2,0,0,0,0,0,2,5,0,3,2,0,10,"AC013460.1"
463.834,720.4743,731.918,1204.652,1368.955,397.8352,258.2551,594.673,854.271,779.421,769.625,1271.922,598.506,1214.884,853.841,1305.454,890.373,786.232,859.588,540.96,1233.84,514.076,1080.538,1256.272,"AC013461.1"
0,0,4.20596,1.02873,0,0,3.13947,3.35163,0,0,0,4.16556,0,0,0,0,0,0,0,0,7.56469,15.4184,0,0,"AC015922.6"
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,"AC016582.2"
9,0,12,15,6,0,5,9,13,5,8,11,1,3,2,3,4,2,2,3,2,0,10,1,"AC016700.5"
0,0,0,0,6.49209,0,3.3684,1.16164,0,13.0662,7.39924,11.3651,0,0,4.66025,0,63.3534,93.933,28.7797,52.2883,50.9184,23.111,19.8992,42.7213,"AC016735.2"
45.7779,78.8889,35.6398,57.464,36.5414,22.8777,14.6815,52.1719,55.7376,58.2668,94.2146,159.444,119.169,194.05,173.721,221.214,216.107,185.028,190.942,237.987,353.713,197.581,232.039,463.615,"AC016747.3"
103.243,41.2248,37.9483,101.266,45.0325,19.4682,12.9765,20.1463,134.197,23.8134,42.5567,158.396,34.7128,2.35292,71.2587,63.1102,14.0042,12.0012,36.9074,70.7684,48.1258,38,81.2629,51.0014,"AC016757.3"
3,1,0,0,0,1,0,0,3,0,3,1,1,0,4,2,0,10,2,0,14,0,2,15,"AC016910.1"
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC017060.1"
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"AC018742.1"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC018799.1"
0,0,0,0,0,0,1,0,0,1,0,1,0,3.01842,5,0,1,0,4,1,9,0,0,0,"AC019048.1"
0,1,0,2,1,3,1,0,0,2,0,0,2,2,5.20632,4.22169,1.13231,0,2,1,11,0,6,10,"AC019181.2"
9.45231,0,20.1591,27.9063,7,14.2549,0.00196288,21.3609,0.000603203,8.98738,8.68215,8.21832,10.212,38.4617,22.19,55.7571,61.0824,17.2756,28.4126,12.1657,16.3107,66.1678,29.6782,90.8253,"AC020571.3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC023115.2"
0,6.20301,2.01465,5.04317,0,0,0,0,0,1.07547,0,9.37425,0,0,0,0,14.3824,0,0,0,0,0,14.6459,0,"AC024592.9"
121,139,96,139,45,34.2068,46,95,108.313,66.4927,69.588,140,98,125,274.688,255.945,213.619,174.729,300.154,275.269,422.586,256,298.804,531.031,"AC025171.1"
15.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4568,6.02997,23.9573,16.7595,0,0,"AC034110.1"
15.4567,12.2108,7.23136,12.0367,13.705,5.24023,9.23559,18.4258,17.68,23.1234,11.4639,17.5521,0,14.0211,34.0904,18.3077,56.6757,69.8934,40.2682,59.8246,122.125,75.4783,59.3145,174.033,"AC034220.3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC064875.2"
7.15234,6.19149,1.00759,9.43135,0,0,0,0,10.1318,4.05396,1.01151,4.14905,7.16601,3.1631,11.5562,6.44444,26.4828,27.3125,57.4168,0,57.6329,47.4033,53.7913,98.2142,"AC068831.10"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.84982,0,0,0,0,0,0,21.8492,"AC068858.1"
0,0,0,2,1,10,1,2.05866,1,0,1,0,6,3,8,0,6.71398,11,4,25,10.5356,7,12,36.0446,"AC073072.5"
0.999999,0,0,0,0.999997,0,0,1.00476,0,3,0,0,0,0,0,0,0,0.999996,0,0,0,0,0,0,"AC073130.1"
0,0,0,0,0,0,0,0,0,0,0,0,0,1.01011,0,0,0,0,0,0,0,0,0,4,"AC073133.1"
0,2,0,4,0,0,0,0,0,0,2.12595,0,0,0,0,0,0,0,0,0,11,0,0,0,"AC073283.4"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC073628.1"
78.6198,62.3448,69.2295,72.6334,71.8264,17.0349,24.9064,48.0697,71.0363,54.788,57.9786,140.339,35.8745,75.8156,80.2818,77.0023,95.1847,79.5706,69.9789,81.7878,209.747,64.906,102.861,200.006,"AC074286.1"
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"AC078941.1"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC079117.1"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC079586.1"
0,0,0,0,0,0,0,0,1.08573,0,0,0,0,0,0,0,76.3967,0,0,0,7.16648,3.05474,0,0,"AC079776.3"
3.15381,9.62303,13.7924,20.3844,6.88326,6.07274,6.1412,18.7279,11.4714,14.0174,5.8657,10.8825,11.169,21.9801,28.6396,27.2493,85.7462,75.1312,57.7444,77.5192,153.542,67.6323,73.5492,192.402,"AC084219.4"
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,"AC090505.6"
51,93,0,511,235,15,185,1,1.00023,63,92,0,0,8,0,8,8,339.694,0,16,10.0068,4.00503,33,4,"AC091814.2"
166.195,220.158,162.217,187.26,214.009,72.4705,149.13,223.052,178.091,267.49,152.585,254.109,79.31,277.611,440.083,248.696,517.177,577.065,504.966,635.608,1248.35,456.957,514.392,1769.49,"AC092669.3"
0,3,1.01554,7.18522,2,4,0,0,5.58994,0,0,0,0,5.00358,0,5.04387,0,0,0.0352668,9.02597,0,0,9.44116,33.2479,"AC093375.1"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC093381.2"
0,0,0,3.02001,0,0,0,0,3.06193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC093590.1"
5,11,69,58,0,26,7,30,41.0149,46.1093,46,62,25.1436,43.0196,195.227,97.0478,130.234,142.179,179.283,395.824,319.447,263.195,287.689,327.059,"AC093642.3"
9.00044,26.7239,19.0013,22.1789,4.00013,4.00119,14.0046,35.0129,16.0198,36.0183,14.399,19.0034,4.00039,29.4851,38.1727,14.3759,14.8836,18.0013,12.0002,12.417,44.7116,12.0009,19.0196,62.0142,"AC093690.1"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC096570.1"
0,0,0,0,0,0,0,0,0,0,1.00387,0,0,2,0,0,1,2,9,0,0,0,2,0,"AC096670.3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"AC097467.2"
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"AC097468.4"
23.0256,32.6658,11.7144,24.7258,6.93212,0,19.653,13.5884,19.4558,27.0405,6.12214,16.3829,11.43,19.0183,21.6067,28.1067,95.0945,192.185,187.845,183.581,173.679,53.5003,115.411,304.536,"AC098823.3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"AC098973.1"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC099342.1"
27.024,4.95752,8.16105,15.1803,3.56968,4.85299,8.08738,7.64205,7.87778,10.1063,4.30275,2.09838,6.88633,4.08891,6.00855,4.12683,7.39409,10.79,2.6009,16.9222,48.4984,10.5214,7.31667,50.9942,"AC104134.2"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC104654.1"
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"AC104654.2"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05507,1.03058,0,0,0,"AC104777.2"
21,25,4,352.386,2.00883,0,27.8798,399.423,10,14,163.745,35.8262,13.4283,193.169,203.972,203.697,622.002,497.56,1014.82,598.493,1532.57,1801.52,1211.97,439.25,"AC104809.4"
1.00081,6.08781,10.086,11.9556,2.00889,0,2.02762,6.06474,5.03402,4.03238,6.04896,0,26.1239,68.4518,76.6987,49.3524,61.8331,44.3033,76.3797,70.2152,124.719,111.926,57.647,219.809,"AC104820.2"
0,0,1,2.0012,0,0,0,0,0,2.00043,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"AC105339.1"
2,4,2,11,1,6.13708,1,7,4.09786,6,7,1,7,8.10298,15.1435,16.1273,21.5664,14.2644,24.6007,26.261,14.5008,36.2706,16,60.211,"AC109333.10"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC113607.2"
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"AC125421.1"
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00078,"AC140542.2"
0,2.06435,6.25623,9.1656,11.5867,0,0,1.00478,0,0,0,0,0,4.00239,18.9027,2,31.9315,40.4695,62.24174,0,53.16,0,0,83.3082,"AC145110.1"
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.00022,0,0,2,"AC147651.5"
4,0,1.00043,0,0,0,0,3,1,3,1,2.00066,0,0,0,3,0,0,2.11884,0,0,0,0,1.65197,"AC195454.1"
20,10,0,0,0,2,0,0,7,3,3,25,0,3,2,4,5,0,3,7,1,3,2,7,"AC226118.1"
1989.032,1639.155,1143.928,2111.971,2447.211,1074.286,766.216,1658.791,640.099,728.024,2546.404,1344.354,1024.0604,1512.77,1435.82,2156.432,2434.4476,1870.585,1273.5941,1037.8112,1438.0247,1044.8493,1185.8426,1767.442,"ACAA1"
770,733.127,1341,1563,749,377.005,137,974,1071,897.039,1586.07,1221.41,650,2392.33,1528.53,1932.49,1513.71,994,1379.44,1030.28,1686.16,1253,1032,2263.58,"ACAA2"
398.9424,502.8467,429.6416,707.07234,171.3109,131.677200574455,106.346300016776,303.9922,331.3326,395.6802,457.7939,457.3585,253.3137,593.8638,383.363,356.9815,556.944,380.3783,531.0815,663.2179,960.0898,552.823,687.2031,1382.6078,"ACACA"
444.748,228.918,545.264,732.987,86.9287,198.488,130.694,319.352,175.158,273.722,360.653,412.034,440.946,830.814,1055.4,1056.52,780.853,417.422,720.969,1004.83,974.647,714.754,668.766,1320.78,"ACACB"
470.001,599.002,410.3347,605.0001,321.0079,216.0036,104.001,527.9998,540.1,390.0346,383.0703,755.721,559,799.357,988.627,1075.557,1043.037,882.219,1038.013,1073.074,1155.026,1092,961.399,1560.389,"ACAD10"
286.615,494.211,316.744,475.368,249.113,192.999,239.795,338.729,176.896,294.612,260.421,280.478,99.3277,113.165,302.75,228.564,239.458,190.579,269.12,432.671,377.513,556.776,502.17,755.858,"ACAD11"
674.744,1510.12,906.044,719.121,764.053,174.067,1241.6,783.375,626.106,811.381,642.422,719.135,411.26,627.011,751.108,793.428,910.996,743.936,977.223,896.909,1010.44,1020.03,908.403,1606.24,"ACAD8"
372.131,511.626,359.986,1044.15,302.148,85.0649,22.9335,346.84,656.94,363.692,396.386,731.905,323.482,543.942,493.173,539.889,548.034,339.609,593.959,451.656,645.567,394.821,550.873,750.703,"ACAD9"
0,0,0,0,0,3.0003,0,0,0,0,1.00004,0,0,0,0,0,0,0,1,0,0,0,0,0,"ACADL"
1364.9832,1087.9145,910.9488,1457.4537,788.289,346,362.0007,748.438,1710.43997,798.01041,1233.14709,1944.44329,734,1088.556,1070.0134,1193.1703,1069.2275,647.9337,794.92768,687.50882,1225.4961,849.3235,1010.934,1872.231,"ACADM"
617.32585,587.1988,546.2476,795.3116,434.3282,143.488,178.34071,407.2621,790.851,471.2445,651.339,577.592,286.434,551.36248,446.337,540.5025,372.3023,215.0811,448.8439,401.3927,413.1033,399.1337,332.3821,564.6017,"ACADS"
362.713,430.842,383.279,400.828,106.893,204.737,0,433.639,582.08,304.281,531.852,448.343,711.003,1149.39,1397.22,1485.53,1344.53,837.086,1093.19,1259.37,1895.71,1008.91,1215.66,3040.49,"ACADSB"
5415.3917,6355.0528,4376.97810048208,7956.965,4752.3847,1951.1737,2125.992,5474.859,5412.504,5217.9068,4721.91,5631.0002,2657.4909,3877.159,3921.9041,4651.5932,6316.544,7900.737,6453.5666,5995.32722,4743.7517,6347.2690727,5444.18947,5453.904,"ACADVL"
0,0,2,2,0,0,2,0,0,0,2,0,3,0,6.05976,0,3,1,0,2,4,13,6,13,"ACAN"
5500.21,7396.94,6894.25,5058.9,7208.6,1453,4458.07,3729.95,2081.71,3042.72,3419.6,4011.76,3437,4585.97,7672.28,6605.29,7958.86,5350.29,7997.71,9696.86,7149.04,10879.8,7263.4,11437.2,"ACAP1"
3703.33,3057.56,3083.89,2919.05,6587.51,1305.58,4029.69,2753.34,2309.71,2046.04,4610.9,2928.25,5502.01,8462.32,7813.36,8937.13,12959.2,10156.8,5831.5,4417.52,8582.39,4432.56,6955.03,11263.6,"ACAP2"
908.387,1693.54,966,1580.65,1217.98,570.07,505.254,1403.27,935.004,1325,1030,1246.01,741.429,990.168,1814.18,1615.51,1598.8,1853.31,2146.24,2390.64,1535.84,2348.02,2076.68,1747.42,"ACAP3"
528.164,588.837,920.688,1669.59,454.385,120.015,184.015,343.433,1107,516.266,750,1047.77,317.223,551.851,521.214,625.883,658.916,288.225,380,349.985,607.462,426.908,473.803,946.349,"ACAT1"
764.685,762.526,490.298,1381.88,561.158,240.568,208.632,404.78,824.925,490.343,697.711,603.248,231.389,482.808,415.599,439.395,440.985,262.593,371.227,328.109,483.615,301.182,332.625,832.098,"ACAT2"
948.268,827.572,1218.33,1974.33,1728.09,612.639,868.769,627.591,1243.68,1041.23,1537.47,845.35,1089.85,2006.49,1658.34,2202.87,1915.7,1249.7,1281.86,1088.52,1936.1,1256.41,1477.27,2678.82,"ACBD3"
302.5078,336.3129,213.2161,325.7158,177.7346,92.65769,64.422,205.0254,255.2926,212.9701,206.5874,345.7529,157.5677,247.1102,460.1488,528.9749,375.7525,349.5422,688.0084,654.44240120012,575.491,821.6233,516.656,988.54,"ACBD4"
306.87644114,356.33068,527.198,559.49046,617.3056,256.3641,673.292,171.798,331.7575,503.84500279358,862.521,295.5324,306.2878,572.10081,639.69800444184,470.3890119315,187.59011,335.592879,208.669000018746,38.158400010908,329.4856,192.841837508,0.6687863035,94.0381279,"ACBD5"
1026.0896,1019,1152.68,1935.77,450,463.7199,341.47417,664.3167,1638.324,762.9112,1262.7911,1272.67,404.2831,547.6957,841.809,784.823,646.483,520.917,779.278,764.183,991.767,800.256,679.581,1414.282,"ACBD6"
50.3124,47.7487,103.23,249.428,34.8242,48.5909,26.1931,54.3689,70.3981,106.68,81.3231,150.489,20.9485,35.531,44.2844,30.479,223.477,188.374,145.741,150.126,343.063,131.997,191.908,466.822,"ACBD7"
273.157,981.637,261.368,484.051,138.07,253,219.008,386.764,434.196,727.307,611.451,404.919,72,58.88,576.124,609.994,275.582,299.438,388.046,595.466,651.298,789.312,529.877,637.521,"ACCS"
61,31,8,39,12,29,5,64,5,7,13,7,2,2,2,1,0,0,1,0,0,0,3,8,"ACCSL"
451.008,451.693,474.83247,854.6417,287.473,198.159,85.27968,396.967,417.193,351.407,247.283,633.2566,382.2971,653.81143,701.72791,663.2363,802.0751,539.833,621.055,536.331,540.414,678.013,517.089,865.906,"ACD"
43,120.9998694,56.0134,123.99991,55.00003874581,64.99995,17.99997,140.201,178.032,81,71.054,223,97,126.00015,331.0001,158.99967,330,82,87,243,262.9999,215.05602,199.034,366.22733,"ACE"
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,1,"ACE2"
0,4,7,2,0,1,0,3,2,4,3,0,10,7,20,20,9,2,12,12,12.137,10,9,49,"ACER1"
14,18,12,16,9,24,5,36.0153,23,27,18,21,41,97,91,82,101,40,70,83,123,80,94,233.039,"ACER2"
1176.3851,1333.192,804.4008,1282.2,2264.9413,625.7279,632.965,1531.9423,721.638,1163.05,2002.8326,1142.9457,1187.4672,1364.0765,1272.9471,1315.4511,894.283700421041,956.66800751365,1067.92033292593,1039.9331,1959.975,771.9060972398,1478.9417,2167.511,"ACER3"
123.0497,162.1801179193,21,31.9000430350228,78.0927,4,177.8692,223.2417,2089.158,539.4089,149.1570506,197.08192,0,3.00225,0,5,2,2,3,1,1.00065,2,0,11.9999999,"ACHE"
4034.35,4128.921,4263.374,4926.754474041,4506.1198,1674.784,3336.316,3471.693,4528.901,3499.51,3928.796,5364.16,3444.212,6178.67,7407.503,7961.092,8394.867,7348.548,7199.197,7116.438,8056.59,7465.656,7002.315,12101.818,"ACIN1"
63,67,14,0,40.00058,2,129,93.2066,799.041,182.1622,100,70,0,2,0,2,1,1,3,2,2.999999,1,3,0,"ACKR1"
26.13,20.6645,14.3418,43.5483,23.7956,11.3222,27.3187,39.7259,22.4925,49.83,31.0554,44.6673,11.692,22.155,30.332,19.1176,55.3703,179.428,109.029,99.2927,214.838,102.739,120.248,246.138,"ACKR2"
23,20.0134,29.0156,1393.2,17,33,9,30,72,33,12,78,77,214,113,164,150.003,70,102.123,113,167.105,149.028,169,267.366,"ACKR3"
0,11.0092,14.9067,7,7.46254,6.5997,19,7,0,5.02882,8.50314,21,0,0,24,12,10.1537,0,13,13.893,39.6599,0,11,30.8872,"ACKR4"
1549.898,2086.146,1574.685,2425.828,1181.987,613.993,451.3404,1214.805,2388.419,1190.139,2281.784,2331.196,1511.717,3281.559,2731.756,3295.702,3079.944,2213.816,2680.62,2224.703,3203.707,2876.034,2961.81,4216.267,"ACLY"
0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,7.51971,"ACMSD"
425,481,401.0002,637,254,197.002,70.0182,320.0001,576,411.9995,414.632,557,321,620,558,672,484.119,352.006,407,317.623,575.508,359,513.9998,796.336,"ACO1"
2459.77,2790.48,1971.89,3780.5,2344.31,848.548,857.76,2060.93,2826.87,2062.49,2878.28,2254.35,2177.69,3814.7,3244.54,3798.5,2731.33,1839.7,2330.1,1989.55,2672.83,2330.41,2403.31,3692.13,"ACO2"
54.6826,60.971,109.816,169.368,6.8689,14.4557,20.2978,34.4758,207.634,13.2933,115.144,10.2523,5.55937,59.6369,24.124,46.809,12.2012,25.9687,3.02863,15.4442,13.2334,30.8614,4.9381,41.0752,"ACOT1"
187.9824,87.79954,77.3943,203.3017,54.29653,14.00005,40.2678,43.02261,84.838,101.3057,95.5781,289.4166,25.6157,43.684,21.57751,49.1407,40.01289,38.45002,38.4419,32.00003,54.4272,16.3676,32.6167,34.12759,"ACOT11"
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,4,0,1,0,1,"ACOT12"
349.60467,345.82275,333.35516,261.4477,263.5505,163.805,90.06817,328.94414,392.36073,344.5552,288.2882,501.5769,372.681,580.8134,568.2694,629.987,746.2339,570.1477,468.229,420.1345,725.7163,472.0301,542.9212,1094.5445,"ACOT13"
