"M00000300","M00000302","M00000304","M00000305","M00000298","M00000297","M00000299","M00000301","M00000303","M00000306","M00000307","M00000308","M00000019","M00000020","M00000021","M00000022","M00000002","M00000001","M00000003","M00000004","M00000007","M00000005","M00000006","M00000008","Gene"
0,1.00055,4.00369,1.00078,1.00108,0,0,2.00811,3.00219,0,0,0,0,0,4.00586,5.00112,7.01262,5.00259,7.00369,6.00162,8.00396,3.00835,3.00664,7.00101,"LMAN1L"
3068.14,2905.66,2760.02,4976.21,3188.91,1035.33,1396.57,2228.16,2716.03,2012.19,3050.82,3350.26,2367.4,3899.27,3239.77,4199.36,4341.65,3155.32,2822.18,2170.06,2740.03,2846.62,2500.42,3806.41,"LMAN2"
114.441,70.3983,88.5377,96.831,160.8252,35.9524,28.492,74.198,116.805,34.7872,66.9528,381.844,201.796927,337.82817,289.5728,396.761,380.7501,172.451,285.4454,190.124,291.435,270.501,293.35300222806,359.77,"LMAN2L"
1.6192,5.32417e-06,145.714,0.0162456,0.000352588,0,3.85661,0,105.197,0,64.5266,225.523,25.5517,64.8124,129.979,41.9519,13.966,79.7324,0,18.2694,0.0122885,96.4646,93.393,130.452,"LMBR1"
105.656,122.3008,76.089,16.79892,175.8323,61.3568,0.00124318,182.1771,51.16693,9.67919,28.829800708623,174.8532,383.651,626.599,701.771,765.835,555.121,197.99116,305.787,195.8434,332.763,352.1358,285.992,726.423,"LMBR1L"
619,623,993.851,1095,1179,587,843,795,608,810,1102,858,1306,2301.73,1655.53,2358.22,4370.09,2432.07,1666.95,1083.5,1978.59,1250.56,1767.48,2682.35,"LMBRD1"
200,157,120,119,146,64,44,141,164,100,141,143,299,617,569,646.195,559.269,415.405,418,484.022,915.251,469,611.969,1264.55,"LMBRD2"
10,9,9,55.00007,1,4,2,10,31.07057,22.99997,47.00005,62.99996,3,12,13,21.00003,8,2,17.0074,10.000005,9,14,3.000002,23.00004,"LMCD1"
0,0,0,4.04195,0,0,0,2.17223,1.0003,0,3.01406,3.03791,0,0,2.01608,0,0,0,0,0,0,0,12.8333,10.2928,"LMCD1-AS1"
130.8,66.1248,117.447,303.818,3.5228,64.7765,0,126.509,47.0507,84.9699,98.1121,167.188,118.365,199.16,111.69,212.079,82.4062,0,100.359,118.205,62.4878,130.958,0,135.544,"LMF1"
0,0,0,0,0,0,0,0,0,4,0,0,0,4.24741,10.5083,0,0,0,0,5.45652,0,12.5054,4.41605,0,"LMF1-AS1"
1907,2709.21,2081.6,2405,1755,730,985.029,1978.12,1722.76,1991.01,1593.38,1537.33,1287,1902.12,2744.36,2615.25,2860.99,2947.17,3396.5,3387.04,2590.12,4038.91,2651.26,3585.19,"LMF2"
57.7428,126.001000367595,115.695,0,56.608,56.237342,34.6368,57.2348,86.999,90.714956199,84.1585,57.0693,57.74670679614,177.1420285171,236.753,235.2661,114.3214,184.7193,371.69242819,2.0399e-07,342.7443,343.0042,390.3973,508.44,"LMLN"
0,5.43247,0,2,0,0,0,0,0,3.34306,0,0,0,0,0,2,0,0.63108,0,0,0,2,2,0,"LMLN-AS1"
7627.6901,4283.07262,2000.1279,12831.697,1276.00075,2345.9987,2048.77464,4579.8673,12181.6136,6699.2436,5423.9276,2008.1609,500.089,1191.569,603.115636,692.646,431.147,608.1027,701.183,409,518,564,639.083,1036.00928,"LMNA"
1335.97,1063.13,1103.22,2228.3,1566.49,251.457,516.431,666.92,1569.49,1222.19,1798.28,2215.58,905.761,1528.41,1477.96,1658.47,386.582,135.055,686.564,304.949,516.222,557.251,545.253,644.343,"LMNB1"
2407.08,2380.01,2261.68,4781.03,881.001,571.184,434.035,1287.09,2869.52,2091.31,1782.44,2997.93,783,1440.16,1302.12,1328.63,963.355,666.673,1031.07,852.011,992.467,1043.26,914.057,1563.46,"LMNB2"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LMNTD1"
101,151,143.801,107,116.775,39,34,97,53,109,98,180.813,68,50,166.533,173,193.036,201,346.847,284.859,160.395,383.501,258.1,231.531,"LMNTD2"
0,0,1,0,0,0,1.53633,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"LMO1"
668.797,1097.977,863.949,2110.37,1021.761,740.939,662.256,1139.521,899.644,413.217,2047.378,1139.809,395.6969,1104.8841,1104.2271,1890.0372,93.81,273.2571,94.552,51.31624,145.0185,170.6685,172.6041,109.7666,"LMO2"
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"LMO3"
552.765,616.705,904.419,1183.13,925.8,320.157,569.278,557.939,758.58,661.709,1073.87,974.706,682.017,1130.61,1021.67,1261,1465.44,1042.04,947.673,806.284,1193.28,941.133,964.925,1335.43,"LMO4"
44.1989,78.2209,103.42523,167.3394,42.01877,82.0262,49.3095,122.8751,71.80412,152.7505,86.4645,94.2143,245.744,275.6733,536.009,550.004,406.6451,129.0691,494.1558,464.3833,524.5104,282.008,354.779,1072.202,"LMO7"
0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,13.2109,4,2.53539,0,0,"LMO7-AS1"
0,0,0,0,0,0,0,0,0,5.55165,0,2,0,0,0,0,0,0,2,0,0,0,0,0,"LMO7DN"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LMO7DN-IT1"
2,2,5,8,0,0,4,2,5,4,3,1,4,1,0,2,3,4,2,0,3,0,0,1,"LMOD1"
5.00032,1,4.00752,3.00024,4.00108,5.0011,8.00196,5.00146,15.0117,12.0019,10.0047,3.00374,0,0,0,5.44642,0,0,0,2,5.00045,0,0,3,"LMOD2"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LMOD3"
1265.92,985.113,1157.69,759.122,1412.81,545.43,3326.25,909.474,979.305,1176.62,953.154,482.463,955.336,1924.07,2060.38,2188.71,3071.17,2436.2,1379.18,1405.43,1754.45,1329.14,1576.16,2717.43,"LMTK2"
66.0141,42.0082,71,49.033,25,47,30,68.0002,17.4482,61.447,44.0312,14.011,172.229,203.066,417,360.019,206.004,98.069,221.29,282.179,228,294,166.01,399.001,"LMTK3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LMX1A"
0,0,2.00950929,15.6967971,5.04151408,1.14114951,0,5.06400253,0,0,0,0,2.002294,0,0,0,37.342843,49.174876,26.1699,43.188989,0,0,79.194351,230.967794,"LMX1B"
13,22.0283,12.0254,43.181,6.04668,5,2.00613,16,21.0836,14.0397,14.016,51.1057,25.1753,26.0734,24.0407,24.0197,18.0817,10,21.0263,14.0726,33.0319,15.06,20.0689,51.0304,"LNP1"
1119,712.035,640,834,1960.843,427.00013508,1878.522,620,507.413,726.0068,1081.2341,525.0004,1434.662024,4125.374,3613.088,3577.8191,2332.747,1612.6142,1860.524,2272.999,4214.657,1951.996,2658.5945,7010.978,"LNPEP"
33.0032,40.0053,54.0518,40.0639,29.0053,10,15.0032,36.0681,56.0183,48,53.0221,210.015,72.0032,91.9766,131.119,102.004,114.115,81.0053,95.1196,82.0796,156.074,69.0203,107.163,234.226,"LNX1"
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"LNX1-AS1"
275.07,183.965,216.264,210.626,289.025,108.725,253.171,277.399,459.335,249.714,373.719,341.559,239.585,437.827,460.347,442.243,490.698,332.923,398.036,305.471,570.583,392.958,453.635,894.895,"LNX2"
24.8404,13.5771,15.2499,32.8003,11.9363,9.38955,1.01517,38.2827,18.2225,34.8551,28.1751,46.7063,9.19165,11.6057,24.8757,26.1395,82.8205,109.765,71.9521,108.6,170.946,76.7331,88.6275,184.768,"LOH12CR2"
766.0992193546,598.927318018,553.664000574337,1217.65444171,1173.06078585,323.1230389771,454.38191782,555.757028423,1262.350814296,818.36115679,645.6420744545,958.084241802,515.8273205,1083.183662136,1353.4720683,1151.08311183,512.804432335,548.536329,1014.63232777,818.1408282,506.8945371,978.142155829,589.09588,997.2812347,"LONP1"
924.817,1094.09,935.447,1323.122,1024.9859,424.641,578.086,971.704,970.006,783.538,878.769,945.415,1290.037,2475.194,2513.144,2636.064,1829.2225,1312.058,2080.187,2011.618,2871.212,1794.09000219388,2117.988,4688.245,"LONP2"
337.186,464.333,159.453,454.536,440.631,168.108,490.715,138.006,256.472,298.83,332.523,160.163,92.4638,196.028,140.444,180.648,697.53,210.338,293.817,224.344,497.304,280.488,272,319.921,"LONRF1"
16.6613,43.8471,6.01613,46.7485,38.1958,48.0246,44.1983,13.1949,31.0374,45.6688,28.3031,66.5179,0,26.671,23.6757,37.2721,117.523,169.36,116.657,137.679,129.459,110.595,108.1,190.036,"LONRF2"
91.99533,81.20854,166.0862,169.41387,458.5927,146.9203,103.20036,116.4271,47.92171,169.0119,125.1806,104.0001,113.5958,206.6341,190.1804,208.0832,165.30577,98.287919,140.74651,125.28877,178.8277,118.27264,172.528,423.2308,"LONRF3"
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LOR"
24,24,307.982,212.262,62.012,11.3506,4.39927,55.893,33.1732,298.473,39.3053,68.9585,0,0,0,4.39566,6,4.36666,14,0,13.2406,3,0,8.73413,"LOX"
1125.53507,214.4516,258.63646,211.347,383.64288,8.33226,475.27629,204.367,112.9463,182.0002,82.0933,460.3169,47.322003,168.421,73.78919,76.20565216,155.45300083495,258.669108,87.85067,48,54.18956,53.33828,127.667,160.3684,"LOXHD1"
209.986,41,43.0001,123.001,30.0003,13,128,28.541,78.0386,74,16,104.158,12.1369,18.2451,30.3699,21.2098,38.4401,26.2908,24.386,30.3617,22.2936,11.2592,13,36.556,"LOXL1"
22.8307,0,29.30229,6.89874,16.21831,18.2197,4.61377,17.4667,14.11647,21.39491,5.62253,31.5803,25.190645,94.475,84.1542,85.4555,150.3896,76.3736,111.2197,95.469519,140.4767,59.0595,88.4829,200.4144,"LOXL1-AS1"
18,17,43,48,3,9,16,18.0169,18,33,31,30.1443,44,95,125.36,99,118.348,73.1337,64.1536,87.1632,112.095,143.15,95.0312,233.949,"LOXL2"
1406.4649,804.783,470.40653,2000.837,515.381,233.10427,410.201,657.532,317.2563,566.2829,597.6944,328.256,292.937,398.488,297.6842,484.228,385.191,334.179,481.594,281.92,412.6602,331.021,379.449,347.489,"LOXL3"
111,29,20,35,36,12,7,22,26,26,15,183,10,21,21,10,23,11,11,7,21.0063,14,16,28,"LOXL4"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.51344,0,2.11228,6.14519,0,2.00686,5.04144,"LPA"
0,8.46424,0,0,7.97485,12.5501,0,0,0,0,12.1204,17.4626,0,84.0041,50.5805,75.7748625,24.9069,22.308661,30.7018,16.0062,0,9.33151e-07,50.2707,62.1808,"LPAR1"
988.575,2349,2223,1416,560,279,895.607,1196,565.302,964.433,626.169,934.662,349.579,492.717,748.283,819.212,5721.94,5837.28,1217.15,1199.46,826.359,1359.62,1328.01,1012.58,"LPAR2"
3.04418,6.01917,10,3.00513,1,1,0,1,2.01944,1,1,0,10,9.0655,5.12203,1.00085,8,7.03118,2,7.0092,5,12.0325,9.02802,9.00649,"LPAR3"
15.2464,12.2002,10.10079,25.09188,5.04573,1.00096,0,10.1919,13.26554,12.4968,19.12855,13.10783,1.00181,0,3.02145,4.0134,5.03996,0,2.01333,0,0,0,6.05374,4.11452,"LPAR4"
125.0148,84.00000432247,63,169,47.0000449,65,50.99996,207.1438,179.0637,187,157,163.1297,317,927.328,582.047,689.411,602.181,344.084,455.031,424.31,620.294,600.061,585.563,953.103,"LPAR5"
138.28632,327.94587,1063.294,910.1821,2150.0279,193.3971,299.59273,343.6457,320.19865242,160.7751,1008.0215,22.11498,1571.7388,3187.286,2762.3362,2788.9969,3752.0489,1607.74612,2577.4692,2352.6513,4214.1517,2716.0125,3793.0128,5675.2102,"LPAR6"
2434.56,1999.64,1286.65,1441.01,6230.08,690,2337.01,2256,730.412,1481.73,2261.73,1363.16,3198,10544.8,4905.67,5959.05,8165.2,7149.18,4879.47,4779.86,6282.42,5848.39,5236.97,8754.44,"LPCAT1"
3092.65,1734.89,1571.46,2409.97,4376.38,689.027,3364.41,1257.6,1658.21,962.326,2240.53,2321.29,1361.91,1613.87,1287.9,1781.83,5828.86,5516.66,1544.18,951.913,2054.31,1079.99,2128.94,1571.13,"LPCAT2"
841.171,1180.74,977.672,1236.51,788.506,294.368,299.248,925.572,2677.23,1011.47,1168.15,1937.59,715.778,1615.98,1201.61,1564.62,2233.54,1972.86,1497.68,1101.81,1754.78,1241.91,1325.88,2006.98,"LPCAT3"
250.006,331,287.186,489,243.007,191,70.0028,378.027,371,291.196,287.007,449,474,760,952.782,789.083,1228.83,822.81,1007.03,1068,945.414,1299.46,1081.21,1460.87,"LPCAT4"
5206.64,3445.68,2562.35,2784.07,3728.28,1464.69,3072.36,2639.15,2556.95,1651.32,3246.09,2554.12,3111.22,5055.31,4611.88,5431.38,12265,7261.17,3593.1,3039.06,5273.74,2806.23,4977.03,6290.02,"LPGAT1"
270.99,409.407,379.983,299.87,213.697,195.598,100.086,479.045,362.049,327.455,523.285,1239.05,783.355,1450.12,1704.71,1130.89,645.866,396.813,739.468,1218.17,672.645,1611.38,1018.38,1569.71,"LPIN1"
1268.07,1156,1324,1578.56,1583,643,1659,1681,2491.04,1621.65,2038.4,1990,2170.19,4640.84,5389.15,4529.13,11418.6,6687.39,4214.58,3683.06,6026.39,4194.12,4266.46,9442.61,"LPIN2"
47.3342,46.8279,0,1.22721e-08,1.0708e-08,0,0,11.5712,37.8821,0,14.3637,16.0534,0,2.27748e-08,39.8051,36.4887,2.41907e-08,9.63957e-08,51.6917,51.6234,29.0607,51.7309,84.1652,0,"LPIN3"
45,20.006,4,999,50,4,8,5,17,4,32,53,63,83,16,26,48,28,16,23,80,9.0043,33,21,"LPL"
272,52.0164,33.0025,45,26.9956,8,46,11,16,5,12,110.0006,0,0,0,0,2,4.00001,2,0,0,0,2,2,"LPO"
632.979,925.381,704.928,1237.06,1014.74,223.288,483.383,746.495,821.677,812.55,1140.17,613.193,0.00287264,1414.26,981.252,421.696,2546.34,507.962,362.792,798.168,651.652,1001.1,1725.47,3362.21,"LPP"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LPP-AS1"
72.7233,62.3267,45.2911,49.1051,65.6249,28.612,52.7688,51.0232,33.1978,31.5051,41.3328,61.4598,28.5682,58.6442,58.8081,70.7107,132.602,108.495,96.6305,74.5494,141.132,104.577,86.5219,157.39,"LPP-AS2"
176.0562,498.569,369.44566,432.106,713.91159,289.7075,105.946,668.0509,231.167,243.61,785.1204,578.6593,2130.7595,3354.2124,3182.17,3511.5688,3419.8725,1834.7969,2658.0624,2570.4317,3806.0568,2647.7848,3046.9239,5409.0939,"LPXN"
0,0,0,0,0,5.22186,0,0,14.3071,0,4.149,25.08394,0,4.04728,20.6392,0,7.22265,60.4762,34.5193,23.0032,19.6632,5.05151,50.5237,78.6831,"LRAT"
2442.147,2270.997,2342.5,2034.002,1409.047,1121.12,846.005,1720.997,4249.14,2679.84,2735.55,3150.03,2079.001,4657.39,4581.02,3952.36,2427.391,1438.974,2324.489,2535.281,4051.47,2668.03,3139.12,7260.92,"LRBA"
427.181,513.9999,531.011,404.0677,619.4781,369.0002,483.9995,435.044,555.097,294.0635,402.0715,443.1815,546.99979,864.5366,864.5537,916.0016,736.6780623,559.08933,701.00001,683.0566,1120.5607,738.3253,884.0564066,1643.825,"LRCH1"
8.0003644753,19.0001,20.000057668,26.0109,6.0006674627,3.0000004398,1.0000010377,6.00021,19.005053835,9.0000255085,7.0001802221,25.0106,0,0,2.9999968212,0,0,0,0,0,0,0,0,0,"LRCH2"
247.381,278.987,228.376,245.186,354.554,123.178,150.231,197.53,283.455,253.016,352.191,308.583,437.606,900.41,863.588,922.257,715.426,463.634,668.205,689.356,1019.82,636.96,704.664,1475.46,"LRCH3"
1519.7,2495.17,2019.91,1431.4,2318.95,451.118,2138.83,1819.62,1227.28,1603.88,1506.2,2132.91,760.074,968.185,2240.8,1392.95,5023.38,5404.96,3786.6,4373.61,2051.53,4331.22,3192.31,2248.74,"LRCH4"
2,0,0,2.00004,1,0,0,5,0,3.00267,5.00028,0,0,0,3,0,1,0,0,6,0,2.01317,0,3,"LRCOL1"
127.127,97.0434,171.978,102.975,423.003,62.002,203.988,118.074,109.842,69.0053,59.0001,318.013,219.114,399.426,376.019,374.045,1265.87,845.685,285.01,316.062,291.163,396.043,314.242,401.387,"LRFN1"
3,0,4,0,1,2,0,2,0,0,0,11,12,47.0015,6,20,12,20,29,3,51,20,14,53,"LRFN2"
23.0051,30.0052,19.0027,67.0084,5.00182,19.0044,2.01277,37.9682,16.1624,14.0082,8.0021,54.0156,183.069,343.067,383.092,320.165,310.037,134.028,187.273,214.068,243.108,321.074,163.153,436.154,"LRFN3"
657.28,418.613,423.097,571.368,291.297,99.0976,194.085,312,616.437,292.169,254.154,963.263,108.072,185,154.157,159.06,132.077,155.061,156.129,149.149,219.112,206.102,213.12,201.155,"LRFN4"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LRFN5"
806.556,176.585,178.446,211.795,2227.36,35.9242,1029.11,107.221,404.58,50.5184,95.8632,247.125,105.802,162.156,111.82,204.716,4642.02,3454.1,347.106,218.726,244.717,187.473,568.961,233.446,"LRG1"
0,10.0008,0,6,0,3,4.00038,3.00013,0,5.00019,6,0,0,0,2.00016,5,7.00037,5.00016,11.0004,2,31.0795,4.0006,8,5.28051,"LRGUK"
203.0203,138.0904,111.0059,401.0004,342.0132,89,123.0642,176.0005,218.0331,160.0219,271.9194,346,596,1016.876,792.031,909,1307.686,924.174,604.011,593.789,926.004,622.469,759.062,1356.215,"LRIF1"
585.017,147.788,349.889,207.495,547.023,131.372,449.408,321.923,215.264,333.68,517.767,276.323,784.093,1516.95,2081.16,1720.19,1487.14,599.111,1319.49,1434.87,1364.41,1794.75,1423.11,3221.29,"LRIG1"
241.128,346.559,338.983,441.72,271.288,213.261,353.867,389.091,314.839,294.972,480.309,326.815,506.858,596.641,743.348,721.292,527.389,409.168,623.072,674.857,973.875,539.894,748.809,1443.44,"LRIG2"
0,0,0,0,0,0,1,0,70.3924,2.00058,1,8.00199,0,0,0,0,0,0,0,0,0,2.0004,0,2.00016,"LRIG3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LRIT1"
0,2.0000042045,0,2.0000008908,0,0,0,0,0,0,0,0,0,1.0000001764,1.0000001459,0,0,0,0,0,1.00000037883,2.9999972318,0,4.0000000949,"LRIT2"
0,3,1,13,0,2.24052,0,2.22058,7.00245,4.51617,2.00406,2,9,14.156,16,11.0022,5,0,12.1187,27.0053,34.4761,23,18.0004,35,"LRIT3"
1056.998,1348,1393.0369,1327.99600007955,1773.04,569.9997,2229.086,1087.0004,837.847,909.3107,1263.061,1268.0647,1418.12,2290.3119,1933.616,2487.798,8938.003,7225.458,2428.0538,1940.482,3049.122,1789.1341,2693.2278,3998.665,"LRMP"
2152.93,5782.73,6982.41,5849,7332.04,4143.66,2724,12003.1,1974.22,8735,9351.66,5413.13,13002.1,33836.6,21339.7,23302.5,5759.68,6444.66,13335.4,11809.1,16425.5,10488.2,15007.1,15306.2,"LRP1"
1,0,1,1,2.13434,0,0,3.29306,0,1,1.06551,0,2.00651,4.01071,1.32185,1.2917,0,0,3.02258,0,3,0,2.01781,2,"LRP1-AS"
9673.05,3941.45,3204.37,4152.71,5758.21,2161.05,6503.5,4478.09,3377.12,3640.52,5511.27,2155.56,4519.56,7761.15,7385.29,8533.97,31185.9,23995.6,7149.06,5841.59,6769.14,6599.69,6730.86,10271.3,"LRP10"
18.2589,84.006,62,238.978,11.649,24,5,62.5148,206,45,38.1995,35,24,108,56.7368,68,53,26,51,63,79.1221,35,60,105,"LRP11"
562.284,282,291.0332,627.35,350.0002,175.3196,213.0597,422.201,506,445.314,381.029,248.2315,113.0137,143.01,111.072,134.054,116,82.0342,76.0011,63.2501,143,75.0015,132.039000322222,228.01,"LRP12"
1,8,0,2,3.00004,0,0,0,4.00003,0,0,0,0,4.00396,2.00131,15.1048,3,0,3,4,0,0,3.0014,10,"LRP1B"
0,0,9.02061,48.5467,0,0,4.02478,1.0024,7.07112,11.0532,2.02543,28.0452,0,0,0,0,0,0,0,0,18.3919,0,0,8.03298,"LRP2"
5.35743,13.7689,11.3261,8.48511,5.12628,16.6439,2.00091,19.7704,15.6611,20.0057,11.8251,12.0526,9.10102,22.3505,43.2796,36.3453,56.0294,71.2597,86.7117,90.2221,169.94,76.8702,102.968,192.455,"LRP2BP"
2092.79,393.001,516,1440.75,889.767,216.05,483.495,274,151.043,303.098,632.461,398.048,380.013,435,337.453,622.456,326.04,196.057,266,147.292,280.002,206,296,197.009,"LRP3"
8.00287,13.0082,37.0026,123.51,6,33,0,12,0,47.0176,28.4125,0,0,4.0019,1.0002,0,0,0,3,0,4,0,3.00036,0,"LRP4"
5.01203,1.00127,2.00359,21.6634,0,2,4.01462,9.05898,7.05177,11.1736,5.82836,0,0,0,0,0,0,0,0,0,0,0,0,0,"LRP4-AS1"
260.182,324,301.41,424.273,115.053,143,56.1659,124.866,977.357,258.412,277.01,697.869,55.2531,156.015,112.685,134.086,74.8312,43,87,92.2254,60.0075,78,47.014,96,"LRP5"
144.4562,246.882,233.7144,253.8122,436.341,49.79178,222.1278,139.6429,166.3185,175.2699,152.1022,248.8215,102.7484,79.4677,303.384,167.2146,194.7602,173.3395,316,653.429,397.832,356.922,388.913,494.259,"LRP5L"
189,56.1433,87.0224,119.053,64.0104,70.0118,39.0526,64.0692,204.132,195.01,78.0141,419.765,56.0597,56.6254,86.0608,174.653,165.445,88.5517,151.705,163.668,160.645,121.309,128.421,333.871,"LRP6"
488.8932,584.2176,423.8930232255,866.721,181.029310441845,166.0747,203.1886,445.3508,748.313089,705.7364,453.16980786271,643.681,168.2399289,376.9054,368.85300142536,311.3843,332.6548440147,256.863207758,358.6496,460.4185,735.32800019262,456.4724,470.3213,693.539921,"LRP8"
6724.19,3859.48,3877.86,7564.25,4662.68,1478.3,3003.75,3139.71,1983.21,2560.99,4162.11,3441.15,2290.02,3935.14,3464.88,4003.58,4318.22,3653.74,3081.12,2524.76,3457.51,2961.14,2941.46,4531.25,"LRPAP1"
2551.28,3690.87,4736.81,5388.91,1478.68,1397.86,1147.62,1878.43,6013.65,2558.27,3632.7,6175.42,2923.71,4929.81,4803.6,5650.11,3493.64,1859.28,2996.19,3182.97,4714.47,3167.67,3644.8,6994.51,"LRPPRC"
238.1772,171.6454,202.2893,585.466,236.8253,70.56232,196.97,150.4504,411.125,183.5525,243.425,239.7994,134.7137,247.7177,167.3955,202.9041,225.7557,118.5499,203.7531,154.311,260.1664,164.37,219.2597,392.2738,"LRR1"
99.183,51.8444,58.2425,70.8338,73.7681,35.3576,21.028,48.6988,59.3539,53.6556,40.066,111.163,38.1315,113.629,99.4171,109.263,91.0456,59.3175,69.8327,63.0421,125.524,102.715,84.2664,153.848,"LRRC1"
0,0,0,0,0,0,0,4.089,1.00709,0,0,0,0,0,0,2.01774,0,0,0,0,0,0,0,15.2759,"LRRC10"
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"LRRC10B"
690.285,765.3756,698.3725,1059.5571,263.9,242.733,192.0766,595.742,738.238,609.062,692.869,981.991,695.423,949.496,1466.446,1322.643,1288.979,791.083,1359.332,1245.5200461966,1158.52,1600.431,1191.373,1650.388,"LRRC14"
0,0,0,1,1,0,0,0,0,0,0,0,3,2,2,5,0,0,2,0,2,2,3,3,"LRRC14B"
3.0000042714,4.0000007067,0,2.999998618,0,2.0000038048,0,1.0000003116,0,5.000000983,3.0000034019,0,0,0,0,0,0,0,0,0,0,0,0,0,"LRRC15"
183.218,212.858,5.46729,69.1044,127.582,68.109,16.3503,233.574,217.867,192.019,325.47,230.286,182.826,137.27,281.039,260.341,109.387,84.7269,157.36,163.872,161.567,93.4983,176.128,535.906,"LRRC16A"
14.0032,35,36.0095,72,10.0022,31,11.2062,144,45.0019,58,82.0147,35.005,32,137,54,133.002,67,209.057,104,279,209.341,167,135,145,"LRRC16B"
8.06609,9.08515,6.08337,19.1722,2.00342,3.00028,1.00074,9.06462,6.01418,6.10548,4.00011,7.00128,5.01223,7.00096,14.0327,3.00182,6.03682,6.001,2.00308,8.07644,8.01479,7.00662,7.06591,17.1503,"LRRC17"
1.00075,3,0,0,0,2.00534,0,5.0125,0,0,0,3.00009,1,1.00025,5.00128,3,1.44353,0,0,0,2.00009,0,2,6.00078,"LRRC18"
0,38.9021,14.3381,13.2885,31.9508,0,23.1591,6.70147,16.5313,28.4806,0,13.445,0,19.3155,29.991,7.55801,76.3074,109.585,0,0,117.703,0,20.8189,87.6505,"LRRC19"
83.2818,31.6808,45.2585,39.2075,54.037,0,39.6633,100.609,148.101,76.1564,42.9088,147.727,8.37677,14.4125,50.1105,24.0148,132.151,74.7629,127.783,134.605,220.272,134.26,105.013,295.435,"LRRC2"
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LRRC2-AS1"
178.000284,119.989000017779,119.7615,163.1654,47,10.612738,14.0000000669813,112,168.99993,87.9551,67.1909000167502,331.10925003027,29.9838077898513,116.2649,127,140.20938522513,83.5259348305,24.4684,92.1439872598,99.00000008233,92.66222,88.8774256634048,73,135.7846,"LRRC20"
106.777,113.4485,121.1637,142.5688,73.57797,51.0387,32.05448,74.42261,115.7469,88.1308,123.1314,130.5532,67.0179,73.0518,87.86811,92.1978,126.3493446,63.5745,80.21581,105.3875,141.5239,126.0844,106.073,142.8041,"LRRC23"
98.715,155.874,139.067,167.665,27.1002,51.2669,16.1259,88.3084,96.2358,90.6348,108.103,139.496,15.0171,14.0071,67.6376,34.3088,9.36478,10.4197,14.6661,12.543,19.5781,26.5193,14.4104,28.9851,"LRRC24"
1629.7,2087.64,3592.09,8592.2,12782.2,1780.75,3702.15,3432.6,628.423,2566.04,5731.67,1809.77,3875.71,7085.23,4058.49,7398.22,11341.9,6777.47,4672.22,2559.08,4440,3257.05,4235.39,3170.54,"LRRC25"
1,20,0,1.00034,2.00066,0,0,5.00464,2,0,3.00017,0,6.00545,67.0127,47.049,35.0167,8.00039,8.89675,6.00076,6,3,16.0087,3.00034,7.00053,"LRRC26"
83.47123,134.58986,88.7206,194.2321,95.17446986,51.90669,71.71095,150.06742,97.49716,115.6587,107.00774,191.646900731,86.23486,164.068019,200.2726,215.6253,329.9745,522.30104,566.805460483,422.4093,555.1672,425.9285,506.0753,735.42381,"LRRC27"
422.5576,272.6769,248.6149,321.5125,189.901,96.8038,169.8163,186.5242,321.304,191.0045,277.873,375.5846,210.2185,315.976,421.238,449.8632,493.119,270.1095,326.5544,479.985,898.519,528.749,404.558,1072.328,"LRRC28"
63,82,49,160.9999,33.99997,55,24.0105,54.00002,41,62,53,39.016,22.00224,54,54,62,76,48,52,46.0406,65,55,66,59.0136,"LRRC29"
76.7402,82.7941,55.1829,74.218,85.593,22.3695,43.6152,54.5802,59.2587,111.423,45.022,140.519,37.3607,81.4134,149.655,123.672,124.47,128.201,84.4411,140.687,157.647,131.203,121.987,247.841,"LRRC3"
0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,3,1,0,2,0,"LRRC3-AS1"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LRRC30"
